Shershah Block
Shershah Block
Ahmed Block
Ahmed Block
Ahmed Block
Ahmed Block
Ahmed Block
Ahmed Block
Ahmed Block
Ata Turk Block
Aurangzeb Block
C/2
Aibak
B
Ata Turk Block
Ata Turk Block
Ata Turk Block
Ata Turk Block
Tariq Block
Ahmed Block
Ahmed Block
Abu Bakr
Ahmed Block
Aurangzeb Block
Tariq Block
Shershah Block
Shershah Block
Shershah Block
Ahmed Block
Garden Block
Shershah Block
Shershah Block
Shershah Block
Shershah Block
Ahmed Block
Abu Bakr
Abu Bakr
Abu Bakr
Ahmed Block
Abu Bakr
Ahmed Block
Ali Block 
Abu Bakr
Abu Bakr
Garden Block
Abu Bakr
Garden Block
Ahmed Block
Ahmed Block
Ahmed Block
Ahmed Block
Aurangzeb Block
Aurangzeb Block
Ali Block 
Ali Block 
Ahmed Block
Ahmed Block
Aurangzeb Block
Ahmed Block
Aurangzeb Block
Tariq Block
Ahmed Block
Ali Block 
Ahmed Block
Tariq Block
Ahmed Block
Ahmed Block
Ali Block 
Babar Block
Ata Turk Block
Ali Block 
Aurangzeb Block
B
Ahmed Block
Aurangzeb Block
Ahmed Block
Ahmed Block
Shershah Block
Ali Block 
Ata Turk Block
Aurangzeb Block
Aurangzeb Block
Shershah Block
Ahmed Block
Ahmed Block
Ahmed Block
Aurangzeb Block
Tariq Block
Garden Block
C
C/1
Ahmed Block
Abu Bakr
Shershah Block
Ahmed Block
Shershah Block
B
Shershah Block
D
Tariq Block
B
Ahmed Block
Ata Turk Block
Tariq Block
Ata Turk Block
Ata Turk Block
Ata Turk Block
B
Tariq Block
Ata Turk Block
Tariq Block
Ata Turk Block
Ata Turk Block
Tariq Block
B
C
C
C
Tariq Block
Tariq Block
C
A
B
B
B
C
B
B
B
B
B
B
B
C
B
FANZ
Ahmed Block
FANZ



FANZ
H
H
P
P
Phase-II
E
P
Phase-II
P
N
N
P
D
D
D
N
N
N
P

H
H
H
D
K
Phase-II
N
M
M
A
N
Ata Turk 
M
A
A
A
A
M
A
A
Phase-II
Phase-II
E
E
Phase-II
E
Phase-II
Phase-II
Phase-II
M
E
P
P
P
P
M
Phase-II
Phase-II
E
M
F
Phase-II
H
E
Phase-II
P
E
E
P
D
M
L
M
P
P
P
M
P
P
L
P
D
D
P
P
L
D
D
N
N
L
N
N
N
N
M
L
L
N
D
M
M
Tariq
K
K
C
M
M
M
M
M
M
M
M
M
M
M
M
M
M
Green Cap


P
P
M
Phase III
Phase III
R
Q
Phase III
Q
Q
Phase III
Q
Phase III
Phase III
J
Q
Q
K
Phase III
Phase III
Phase III
Phase III
Phase III
Phase III
Phase III
Phase III
Phase III
Phase III
Phase III
Phase III
Phase III
Phase III
Phase III
Phase III
Phase III
Phase III
Babar
Phase III
Phase III
Phase III
Q
Phase III
Phase III
Q
Phase III
Phase III
Phase III
Phase III
Phase III
Phase III
Phase III
Phase III
Phase III
Phase III
Phase III
Q
G
Phase III
Phase III
Phase III
Q
Phase III
Phase III
Phase III
Phase III
Phase III
Phase III
Phase III
Phase III
Phase III
R
R
R
Phase III
Phase III
Phase III
Q
R
Phase III
Q
Q
Q
Phase III
Phase III
Q
Phase III
R
Q
Q
R
Phase III
Phase III
Phase III
Q
Q
Q
Phase III
Phase III
Q
Q
